File,Page,Text,Language,GDPR_Text,topic_number,topic_name
Problem behaviors at the classroom-level and teacher-child.pdf,3,"interaction quality declines ( ,  ). Second, children ’ s problem behaviors also can influence peers to exhibit  problem behaviors (i.e., a contagion effect) whereby children ’ s problem behaviors encourage behavior problems among their peers  ( ,  ,   et al.,  ).",en,interaction quality declines second children problem behaviors influence peers exhibit problem behaviors contagion effect children problem behaviors encourage behavior problems peers,2,"['care', 'the', 'child', 'of', 'quality', 'caregivers', 'caregiving', 'and', 'in', 'caregiver']"
Problem behaviors at the classroom-level and teacher-child.pdf,3,Teacher-child interaction quality may vary depending on the type of classroom-level problem behavior displayed. As posited by the,en,teacher child interaction quality vary depending type classroom level problem behavior displayed posited,2,"['care', 'the', 'child', 'of', 'quality', 'caregivers', 'caregiving', 'and', 'in', 'caregiver']"
Problem behaviors at the classroom-level and teacher-child.pdf,3,"burnout cascade theory, teachers tend to feel more negative and stressed when they perceive aggression/opposition behavior in the  classroom, leading to anger and frustration because these behaviors hamper their teaching ability ( ,  ). Moreover,  following the contagion theory, children also exhibit more aggression/opposition when in classrooms with higher levels of aggression/  opposition ( ,  ). Classroom-level aggression/opposition often inhibits teachers ’  ability to provide consistent  emotional support and positive behavior management (  et al.,  ) and reduces the available instructional time ( ,   ). However, contrary to other prior research,  . ()  found that higher levels of child aggression/oppo­ sition behavior problems in the fall were related to higher classroom emotional climate in , over and above fall emotional  climate and child-, teacher-, and classroom-level covariates. These mixed results suggest that more work is needed to understand the  relationship between classroom-level aggression/opposition and teacher-child interaction quality, considering research suggesting  that aggression/opposition behaviors are related to more negative behaviors among peers and teachers, we posited an exploratory  hypothesis that higher levels of classroom aggression/opposition behavior may be negatively related to the emotional climate and  classroom organization.",en,burnout cascade theory teachers tend feel negative stressed perceive aggression opposition behavior classroom leading anger frustration behaviors hamper teaching ability following contagion theory children exhibit aggression opposition classrooms higher levels aggression opposition classroom level aggression opposition inhibits teachers ability provide consistent emotional support positive behavior management reduces available instructional time contrary prior research found higher levels child aggression oppo sition behavior problems fall related higher classroom emotional climate fall emotional climate child teacher classroom level covariates mixed results suggest work needed understand relationship classroom level aggression opposition teacher child interaction quality considering research suggesting aggression opposition behaviors related negative behaviors peers teachers posited exploratory hypothesis higher levels classroom aggression opposition behavior negatively related emotional climate classroom organization,2,"['care', 'the', 'child', 'of', 'quality', 'caregivers', 'caregiving', 'and', 'in', 'caregiver']"
Problem behaviors at the classroom-level and teacher-child.pdf,3,"Like the extant literature on classroom-level aggression/opposition, there are mixed findings regarding the relationship between",en,like extant literature classroom level aggression opposition mixed findings relationship,2,"['care', 'the', 'child', 'of', 'quality', 'caregivers', 'caregiving', 'and', 'in', 'caregiver']"
Problem behaviors at the classroom-level and teacher-child.pdf,3,"classroom-level hyperactivity and teacher-child interaction quality. In  . () , classroom-level hyperactivity was nega­ tively related to classroom management ( β  = − 0.15,  p  =  0.04) and instructional support ( β = − 0.19,  p  =  0.01) and marginally related to  negative emotional support at . However, in  . () , teachers reported using more sensitive practices  when responding to individual children ’ s hyperactive behaviors in the classroom. Teachers ’  increased sensitivity for hyperactive  behaviors among children may be due to greater awareness about hyperactivity and symptoms of ADHD and when teachers understand  what children are not able to or otherwise struggle to control their behavior in the classroom, this may influence the sensitivity of their  teaching in a positive way ( ,  ). Given these mixed results, we hypothesized that higher rates of classroom-level  hyperactivity would be negatively related to emotional support and classroom organization.",en,classroom level hyperactivity teacher child interaction quality classroom level hyperactivity nega tively related classroom management instructional support marginally related negative emotional support teachers reported sensitive practices responding individual children hyperactive behaviors classroom teachers increased sensitivity hyperactive behaviors children greater awareness hyperactivity symptoms adhd teachers understand children able struggle control behavior classroom influence sensitivity teaching positive way given mixed results hypothesized higher rates classroom level hyperactivity negatively related emotional support classroom organization,2,"['care', 'the', 'child', 'of', 'quality', 'caregivers', 'caregiving', 'and', 'in', 'caregiver']"
Problem behaviors at the classroom-level and teacher-child.pdf,3,Less attention has been paid to the association between children ’ s internalizing behaviors and teacher-child interaction quality.,en,attention paid association children internalizing behaviors teacher child interaction quality,2,"['care', 'the', 'child', 'of', 'quality', 'caregivers', 'caregiving', 'and', 'in', 'caregiver']"
Problem behaviors at the classroom-level and teacher-child.pdf,3,"Compared to children with more disruptive problem behaviors like externalizing and hyperactivity behaviors, children with inter­ nalizing symptoms often receive less attention from teachers because their problems are less apparent and more difficult to detect  ( ,  ). Yet, teachers who do not aid and comfort children struggling with internalizing problems may increase  children ’ s anxiety withdrawal symptoms, which can negatively impact teacher-child interaction quality ( ,  ).   et al.  ()  found that higher average levels of internalizing behavior in the classroom significantly predicted more relational conflict  between teachers and children, suggesting that classroom-level internalizing behavior may negatively affect emotional support.  Children ’ s internalizing behavior, which is in part a function of children ’ s ability to manage emotional distress, is expected to be most  strongly linked to the quality of emotional support in the classroom.",en,compared children disruptive problem behaviors like externalizing hyperactivity behaviors children inter nalizing symptoms receive attention teachers problems apparent difficult detect teachers aid comfort children struggling internalizing problems increase children anxiety withdrawal symptoms negatively impact teacher child interaction quality found higher average levels internalizing behavior classroom significantly predicted relational conflict teachers children suggesting classroom level internalizing behavior negatively affect emotional support children internalizing behavior function children ability manage emotional distress expected strongly linked quality emotional support classroom,2,"['care', 'the', 'child', 'of', 'quality', 'caregivers', 'caregiving', 'and', 'in', 'caregiver']"
Problem behaviors at the classroom-level and teacher-child.pdf,3,Children ’ s behavior and teacher-child interaction quality may unfold and interact differently in classrooms serving older children,en,children behavior teacher child interaction quality unfold interact differently classrooms serving older children,2,"['care', 'the', 'child', 'of', 'quality', 'caregivers', 'caregiving', 'and', 'in', 'caregiver']"
Problem behaviors at the classroom-level and teacher-child.pdf,3,"versus classrooms serving children across a broader age range. For example, although some Head Start programs serve 3- and  in separate classrooms, most Head Start programs combine 3- and  in mixed-age classrooms ( ,  ).  However, to our knowledge, only  . ()  investigated interrelations among age composition, teacher-child interaction  quality, and children ’ s skills and found that mixed-age classrooms were beneficial for preschoolers, but only when coupled with high-  quality interactions. In addition, prior studies have not examined, to our knowledge, the extent to which the age grouping of class­ rooms (same-age or mixed-age) interacts with classroom-level problem behaviors to contribute to teacher-child interaction quality.",en,versus classrooms serving children broader age range example head start programs serve separate classrooms head start programs combine mixed age classrooms knowledge investigated interrelations age composition teacher child interaction quality children skills found mixed age classrooms beneficial preschoolers coupled high quality interactions addition prior studies examined knowledge extent age grouping class rooms age mixed age interacts classroom level problem behaviors contribute teacher child interaction quality,2,"['care', 'the', 'child', 'of', 'quality', 'caregivers', 'caregiving', 'and', 'in', 'caregiver']"
Problem behaviors at the classroom-level and teacher-child.pdf,3,We predicted that mixed-age classrooms would moderate the relationship between classroom-level problem behaviors and teacher-,en,predicted mixed age classrooms moderate relationship classroom level problem behaviors teacher,2,"['care', 'the', 'child', 'of', 'quality', 'caregivers', 'caregiving', 'and', 'in', 'caregiver']"
Problem behaviors at the classroom-level and teacher-child.pdf,3,"child interaction quality based on the theoretical and limited empirical literature. However, the direction of the hypothesis remained  exploratory given the limited prior research and theory. It is plausible that the negative association between classroom-level problem  behaviors and teacher-child interaction quality may be even more pronounced in mixed-age classrooms than in classrooms serving 4-   where the association may be less pronounced or non-existent. Prior studies suggest that managing a classroom with a wide  range of ages and diverse needs can be challenging ( ,  ) and uniquely stressful to teachers ( ,  ).  A mixed-age classroom with a broader range of behaviors and developmental skills could be negatively related to a teacher ’ s ability to  provide high-quality instructional support, emotional support, and classroom organization. For example,   and  ()  found that teachers who taught in mixed-age classrooms demonstrated less optimal teacher-child interaction quality. Therefore, it is  plausible that mixed-age grouping is negatively related to teacher-child interaction quality (   &  ,  ), that classroom-  level problem behaviors are negatively related to teacher-child interaction quality ( ,  ), and that these challenges  are magnified when in combination, resulting in lower teacher-child interaction quality.",en,child interaction quality based theoretical limited empirical literature direction hypothesis remained exploratory given limited prior research theory plausible negative association classroom level problem behaviors teacher child interaction quality pronounced mixed age classrooms classrooms serving association pronounced non existent prior studies suggest managing classroom wide range ages diverse needs challenging uniquely stressful teachers mixed age classroom broader range behaviors developmental skills negatively related teacher ability provide high quality instructional support emotional support classroom organization example found teachers taught mixed age classrooms demonstrated optimal teacher child interaction quality plausible mixed age grouping negatively related teacher child interaction quality classroom level problem behaviors negatively related teacher child interaction quality challenges magnified combination resulting lower teacher child interaction quality,2,"['care', 'the', 'child', 'of', 'quality', 'caregivers', 'caregiving', 'and', 'in', 'caregiver']"
Problem behaviors at the classroom-level and teacher-child.pdf,3,"In contrast, we might find that the associations between classroom-level problem behaviors and teacher-child interaction quality",en,contrast find associations classroom level problem behaviors teacher child interaction quality,2,"['care', 'the', 'child', 'of', 'quality', 'caregivers', 'caregiving', 'and', 'in', 'caregiver']"
Problem behaviors at the classroom-level and teacher-child.pdf,3,"were less pronounced in mixed-age classrooms than in classrooms serving  only. Drawing upon developmental theories, we  hypothesized that what was developmentally normative  –  and teachers ’  expectations about what was developmentally normative  –  for  a  may be different from what was normative for a  ( ,  ). Prior studies have demonstrated that  teachers are likely to feel frustrated or angry towards children when they feel like the child could have controlled their behavior",en,pronounced mixed age classrooms classrooms serving drawing developmental theories hypothesized developmentally normative teachers expectations developmentally normative different normative prior studies demonstrated teachers likely feel frustrated angry children feel like child controlled behavior,2,"['care', 'the', 'child', 'of', 'quality', 'caregivers', 'caregiving', 'and', 'in', 'caregiver']"
Problem behaviors at the classroom-level and teacher-child.pdf,4,"( ,  ,  ,  ). It is plausible that teachers may perceive behavioral challenges and react to them  differently in mixed-age classrooms versus classrooms serving only . For instance, in mixed-age classrooms,   children may exhibit more internalizing behaviors such as crying when parents leave the classroom, but because the teacher may  perceive that behavior as more developmentally appropriate, they may warmly comfort those children, which is associated with higher  quality classrooms. Conversely, more classroom-level problem behaviors in  only classrooms may be related to lower  teacher-child interaction quality because teachers see oppositional/aggressive, hyperactivity, and internalizing behaviors as inap­ propriate for . In other words, expectations about children in mixed-age classrooms may have buffered preschool teachers  against the difficulties of handling more behavioral challenging classrooms. However, no studies to our knowledge have explored this  hypothesis.",en,plausible teachers perceive behavioral challenges react differently mixed age classrooms versus classrooms serving instance mixed age classrooms children exhibit internalizing behaviors crying parents leave classroom teacher perceive behavior developmentally appropriate warmly comfort children associated higher quality classrooms conversely classroom level problem behaviors classrooms related lower teacher child interaction quality teachers oppositional aggressive hyperactivity internalizing behaviors inap propriate words expectations children mixed age classrooms buffered preschool teachers difficulties handling behavioral challenging classrooms studies knowledge explored hypothesis,2,"['care', 'the', 'child', 'of', 'quality', 'caregivers', 'caregiving', 'and', 'in', 'caregiver']"
Problem behaviors at the classroom-level and teacher-child.pdf,4,The goal of the present study was to advance our understanding of the relation between classroom-level problem behavior and,en,goal present study advance understanding relation classroom level problem behavior,2,"['care', 'the', 'child', 'of', 'quality', 'caregivers', 'caregiving', 'and', 'in', 'caregiver']"
Problem behaviors at the classroom-level and teacher-child.pdf,4,"teacher-child interaction quality within a diverse sample of  Start programs and the potential for mixed-age classrooms, one of the  most common models of preschool programs, to increase or decrease the challenges of teaching in classrooms with high-levels of  classroom problem behavior. The following research questions were examined:",en,teacher child interaction quality diverse sample start programs potential mixed age classrooms common models preschool programs increase decrease challenges teaching classrooms high levels classroom problem behavior following research questions examined,2,"['care', 'the', 'child', 'of', 'quality', 'caregivers', 'caregiving', 'and', 'in', 'caregiver']"
Problem behaviors at the classroom-level and teacher-child.pdf,4,"(1) Are fall baseline classroom-level problem behaviors (oppositional/aggressive, hyperactivity, and internalizing behaviors)",en,fall baseline classroom level problem behaviors oppositional aggressive hyperactivity internalizing behaviors,2,"['care', 'the', 'child', 'of', 'quality', 'caregivers', 'caregiving', 'and', 'in', 'caregiver']"
Problem behaviors at the classroom-level and teacher-child.pdf,4,"associated with spring post teacher-child interaction quality (emotional support, classroom organization, and instructional support)?",en,associated spring post teacher child interaction quality emotional support classroom organization instructional support,2,"['care', 'the', 'child', 'of', 'quality', 'caregivers', 'caregiving', 'and', 'in', 'caregiver']"
Problem behaviors at the classroom-level and teacher-child.pdf,4,(2) To what extent are the relations between fall baseline classroom-level problem behaviors and spring post teacher-child,en,extent relations fall baseline classroom level problem behaviors spring post teacher child,2,"['care', 'the', 'child', 'of', 'quality', 'caregivers', 'caregiving', 'and', 'in', 'caregiver']"
Problem behaviors at the classroom-level and teacher-child.pdf,4,"Given the mixed findings in the literature, we heavily relied upon our theoretical frameworks and prior studies to propose the",en,given mixed findings literature heavily relied theoretical frameworks prior studies propose,6,"['please', 'information', 'your', 'sent', 'archive', 'contact', 'use', 'at', 'content', 'visit']"
Problem behaviors at the classroom-level and teacher-child.pdf,4,"following exploratory hypotheses: (a) higher levels of classroom oppositional/aggressive behavior would be negatively related to  emotional support and classroom organization, (b) higher levels of classroom hyperactivity would be negatively related to emotional  support and classroom organization, and (c) higher levels of classroom internalizing behaviors would be negatively related to  emotional support. It is important to note that we have no hypotheses about the effects of mean classroom problem behaviors on  instructional support. For Research Question 2, due to limited existing research, we posited an exploratory hypothesis that teacher-  child interaction quality would be moderated by classroom age composition such that mixed-age classrooms with higher classroom  level problem behaviors would show more negative teacher-child interaction quality relative to  only classrooms.",en,following exploratory hypotheses higher levels classroom oppositional aggressive behavior negatively related emotional support classroom organization higher levels classroom hyperactivity negatively related emotional support classroom organization higher levels classroom internalizing behaviors negatively related emotional support important note hypotheses effects mean classroom problem behaviors instructional support research question limited existing research posited exploratory hypothesis teacher child interaction quality moderated classroom age composition mixed age classrooms higher classroom level problem behaviors negative teacher child interaction quality relative classrooms,2,"['care', 'the', 'child', 'of', 'quality', 'caregivers', 'caregiving', 'and', 'in', 'caregiver']"
Problem behaviors at the classroom-level and teacher-child.pdf,4,The present study used a secondary data set that was collected as part of the cluster-randomized control trial (Head Start Classroom-,en,present study secondary data set collected cluster randomized control trial head start classroom,3,"['behaviors', 'teacherchild', 'problem', 'quality', 'interaction', 'to', 'and', 'behavior', 'classroomlevel', 'the']"
Problem behaviors at the classroom-level and teacher-child.pdf,4,"based  skill promotion [CARES],   et al.,  ) that tested three social-  emotional programs implemented over  from fall to spring. The sample included  Head Start grantees  within 10 states. Cohort 1 ( –  school year) included four Northeastern grantees and Cohort 2 ( –  school year) was  comprised of 13 grantees, including four in the , three in the , and six in the /Plains. Within the  Head Start  grantees,  > 100 centers participated. An average of three classrooms per center (range  =  1 – 6) participated. All eligible classrooms  (classrooms with mostly  who were not in special education) from each center were included. Two-thirds of classrooms  were  ( > 3.5 h per day) and one-third were part-day (3.5 h or less, in the morning or afternoon). There were 155 mixed-age and  152  only classrooms.",en,based skill promotion cares tested social emotional programs implemented fall spring sample included head start grantees states cohort included northeastern grantees cohort comprised grantees including plains head start grantees 100 centers participated average classrooms center range participated eligible classrooms classrooms special education center included thirds classrooms day day morning afternoon 155 mixed age 152 classrooms,3,"['behaviors', 'teacherchild', 'problem', 'quality', 'interaction', 'to', 'and', 'behavior', 'classroomlevel', 'the']"
Problem behaviors at the classroom-level and teacher-child.pdf,4,"Centers, within each grantee, were randomly assigned to a control condition or to one of four treatment conditions. These treatment",en,centers grantee randomly assigned control condition treatment conditions treatment,1,"['children', 'in', 'mixedage', 'and', 'older', 'play', 'to', 'the', 'that', 'of']"
Problem behaviors at the classroom-level and teacher-child.pdf,4,"conditions consisted of classrooms where each classroom was implementing one of the following: (a) Incredible , (b) Preschool  Paths, (c) Tools of the  — Play, or (d) business-as-usual. The Incredible  program ( ,  ) focuses on sup­ porting children ’ s adaptive social behavior and reducing problem behaviors by strengthening teachers ’  classroom and behavior  management practices. The Preschool PATHS program ( ,  ) provides structured whole-group lessons and  extension activities focused on emotion identification and social problem-solving. The Tools of the  — Play is a  adaptation  of the more extended Tools of the  executive function intervention in which teachers restructure  to include a 50-min  pretend play block designed to enhance children ’ s self-regulation and executive functioning through structured pretend play activ­ ities ( ,  ).",en,conditions consisted classrooms classroom implementing following incredible preschool paths tools play business usual incredible program focuses sup porting children adaptive social behavior reducing problem behaviors strengthening teachers classroom behavior management practices preschool paths program provides structured group lessons extension activities focused emotion identification social problem solving tools play adaptation extended tools executive function intervention teachers restructure include min pretend play block designed enhance children self regulation executive functioning structured pretend play activ ities,2,"['care', 'the', 'child', 'of', 'quality', 'caregivers', 'caregiving', 'and', 'in', 'caregiver']"
Problem behaviors at the classroom-level and teacher-child.pdf,4,All (100%) eligible teachers consented to participate in the study. The final analytical sample consisted of 307 teachers spread,en,100 eligible teachers consented participate study final analytical sample consisted 307 teachers spread,9,"['peer', 'skills', 'skill', 'peers', 'children', 'in', 'to', 'classroom', 'higher', 'outcomes']"
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,1,We observed the play of 32 toddlers and preschoolers randomly assigned to eight,en,observed play toddlers preschoolers randomly assigned,15,"['access', 'full', 'terms', 'conditions', 'use', 'can', 'at', 'found', 'be', 'collaborating']"
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,1,"play groups. Four of the play groups contained children of the same age, the other  four contained children who were  apart in age. No differences were found  in overall patterns of play as measured by 's () play codes. Although  negative behaviors occurred infrequently in both settings, younger children tended to  exhibit more negative interactions in same-age settings, and older children exhibited  more negative interactions in mixed-age settings. Younger children in mixed-age  settings played with same-age and older playmates at expected rates, older children  in mixed-age settings, however, were more likely to choose other older children as  playmates. The results, which differ to some extent from previous research, may be  due to the familiarity of children with peers within the group and common day-care  experiences prior to the study.",en,play groups play groups contained children age contained children apart age differences found overall patterns play measured play codes negative behaviors occurred infrequently settings younger children tended exhibit negative interactions age settings older children exhibited negative interactions mixed age settings younger children mixed age settings played age older playmates expected rates older children mixed age settings likely choose older children playmates results differ extent previous research familiarity children peers group common day care experiences prior study,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,1,"The importance of age and competence in social development has led researchers  to question the relative merits of same-age versus mixed-age groups with respect  to children's social behavior. Although it has been argued that mixed-age groups  are more consistent with human evolution in the context of small hunter-gatherer  societies (, ), same-age groups are predominant in complex, indus-  trialized societies (Hartup, ). It has been noted that most studies of chil-  dren's social development have been conducted in same-age environments  (, & Hartup, ). Consequently, much of our knowledge  about social behavior and development may be context-specific.",en,importance age competence social development led researchers question relative merits age versus mixed age groups respect children social behavior argued mixed age groups consistent human evolution context small hunter gatherer societies age groups predominant complex indus trialized societies noted studies chil dren social development conducted age environments consequently knowledge social behavior development context specific,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,1,The question of whether children should be grouped homogeneously or het-,en,question children grouped homogeneously het,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,1,"erogeneously with respect to age has important applied implications for care-  givers and organizers of early childhood programs, and arguments could be made",en,erogeneously respect age important applied implications care givers organizers early childhood programs arguments,1,"['children', 'in', 'mixedage', 'and', 'older', 'play', 'to', 'the', 'that', 'of']"
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,1,"Correspondence and requests for reprints should be sent to , Jr., ",en,correspondence requests reprints sent,5,"['literacy', 'physical', 'environment', 'emergent', 'classroom', 'writing', 'childrens', 'and', 'the', 'that']"
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,2,"for both arrangements. For example, same-age groups may do a better job of  preparing children for school settings, which are almost invariably same-age in  composition. Older children may be able to engage in more extended and com-  plex activities when they are not interrupted by younger children. In addition,  teachers may find same-age settings to be easier because they do not have to plan  and prepare activities for children of diverse developmental levels. Conversely,  mixed-age settings provide opportunities for younger children to learn by observ-  ing competent older peers. Older children may be more likely to learn and  practice helping behaviors in mixed-age settings. Furthermore, it could be argued  that while same-age groups may prepare children for success in school, mixed-  age groups are more relevant to life outside of school.",en,arrangements example age groups better job preparing children school settings invariably age composition older children able engage extended com plex activities interrupted younger children addition teachers find age settings easier plan prepare activities children diverse developmental levels conversely mixed age settings provide opportunities younger children learn observ ing competent older peers older children likely learn practice helping behaviors mixed age settings furthermore argued age groups prepare children success school mixed age groups relevant life outside school,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,2,Several studies have investigated the extent to which the social behavior of,en,studies investigated extent social behavior,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,2,"young children is influenced by the age composition of groups. Three laboratory  studies have observed dyads of children grouped according to various ages.   et al. (), for example, observed same- and mixed-age dyads of 3-and  . Younger same-age dyads exhibited the lowest amount of positive  social interaction, whereas older same-age dyads displayed the most. Intermedi-  ate levels were observed in the mixed-age dyads. A similar pattern was observed  for mean length of utterance. Task orientation did not differ among the groups.   and  () studied dyads in which  were paired either  with same-age or  partners. Toddlers engaged in more social pretend  play when paired with the older children.  () observed dyads of 18-  and  toddlers and found that the younger children were more inter-  active and more positive when paired with an older child than with an age-mate.  They initiated more, produced more complex initiations, and imitated older  partners more than same-age peers. Older children, on the other hand, made  fewer initiations in mixed-age dyads, when they did initiate, however, it was  likely to be longer and more complex than with same-age peers.",en,young children influenced age composition groups laboratory studies observed dyads children grouped according ages example observed mixed age dyads younger age dyads exhibited lowest positive social interaction older age dyads displayed intermedi ate levels observed mixed age dyads similar pattern observed mean length utterance task orientation differ groups studied dyads paired age partners toddlers engaged social pretend play paired older children observed dyads toddlers found younger children inter active positive paired older child age mate initiated produced complex initiations imitated older partners age peers older children hand fewer initiations mixed age dyads initiate likely longer complex age peers,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,2,Three additional studies have examined play behaviors in the context of larger,en,additional studies examined play behaviors context larger,15,"['access', 'full', 'terms', 'conditions', 'use', 'can', 'at', 'found', 'be', 'collaborating']"
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,2,"child-care groups.  () observed naturally occurring classes consist-  ing either of , , or a mixture of 3- and . The   in mixed-age groups spent more time in solitary play but less time in  parallel play or teacher-directed activities than did their counterparts in same-age  groups.  in mixed-age groups spent less time in parallel play than   in same-age groups. Within the mixed-age groups, playmate choices  were more likely to be influenced by the partner's gender rather than age. Field  () observed same- and mixed-age groups and reported that mixed-age  groups resulted in more verbal interaction, imitation, and fantasy play.   and ) found more interactive-functional play in mixed-age groups  for all children, but more conversation and parallel-functional interaction in  same-age groups. Younger children engaged in more dramatic play and negative  interactions in mixed-age groups.",en,child care groups observed naturally occurring classes consist ing mixture mixed age groups spent time solitary play time parallel play teacher directed activities counterparts age groups mixed age groups spent time parallel play age groups mixed age groups playmate choices likely influenced partner gender age field observed mixed age groups reported mixed age groups resulted verbal interaction imitation fantasy play found interactive functional play mixed age groups children conversation parallel functional interaction age groups younger children engaged dramatic play negative interactions mixed age groups,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,3,Other studies have observed older children or have noted unplanned observa-,en,studies observed older children noted unplanned observa,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,3,"tions of possible differences between same- and mixed-age groupings. ,  , , and  (), in a study of task performance in same-  and mixed-age triads of first- and third-graders, found more conversations in  same-age triads.  and  () suggested that aggression is more  likely in same-age groups, whereas nurturing behaviors are more commonly  observed in mixed-age groups.",en,tions possible differences mixed age groupings study task performance mixed age triads graders found conversations age triads suggested aggression likely age groups nurturing behaviors commonly observed mixed age groups,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,3,The research conducted thus far is limited in several respects. The laboratory,en,research conducted far limited respects laboratory,6,"['please', 'information', 'your', 'sent', 'archive', 'contact', 'use', 'at', 'content', 'visit']"
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,3,"studies have relied on observations of dyads of children who were not previously  acquainted. Because  and  () showed that acquainted tod-  dlers were more likely to interact with each other in a sustained fashion than  nonacquainted peers, the question is raised of whether this research would gener-  alize to the typical day-care or play group context consisting of more children, all  of whom are acquainted with each other. The group studies, however, have not  randomly assigned children to conditions or standardized observational environ-  ments or adult roles. For example, in 's () study, each same-age group  contained 8 children, whereas the mixed-age groups contained 24 children.   () study required only 80% of the children in the classes to be  within the designated age ranges, thus reducing the likelihood of differences  between settings. Only two studies were found that included children under  (, , , ). The definition of  mixed-  age  has varied widely across studies, with differences   between older and younger children (, ) and as great as   (, ). The outcomes assessed have varied widely across the  studies, measuring effects on domains such as overall social behavior, differenti-  ated levels of social play, pretend play, task performance, and task orientation.  Although this variability reflects the diversity of possible effects, replication of  findings within each outcome domain is essential.",en,studies relied observations dyads children previously acquainted showed acquainted tod dlers likely interact sustained fashion nonacquainted peers question raised research gener alize typical day care play group context consisting children acquainted group studies randomly assigned children conditions standardized observational environ ments adult roles example study age group contained children mixed age groups contained children study required children classes designated age ranges reducing likelihood differences settings studies found included children definition mixed age varied widely studies differences older younger children great outcomes assessed varied widely studies measuring effects domains overall social behavior differenti ated levels social play pretend play task performance task orientation variability reflects diversity possible effects replication findings outcome domain essential,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,3,The present study was designed to explore further the effects of same- and,en,present study designed explore effects,6,"['please', 'information', 'your', 'sent', 'archive', 'contact', 'use', 'at', 'content', 'visit']"
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,3,"mixed-age groupings on the social behavior of children  18  and . As part of a longitudinal, prospective study, it extends previous  research by systematically observing behavior in the context of previously ac-  quainted play groups, by randomly assigning children to groups, and by includ-  ing 1- and . The study was designed to determine whether social  behavior among young children was influenced by age composition of the group.",en,mixed age groupings social behavior children longitudinal prospective study extends previous research systematically observing behavior context previously quainted play groups randomly assigning children groups includ ing study designed determine social behavior young children influenced age composition group,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Social Participation of Preschool Children in Same- versus Mixed-Age Groups.pdf,1," is a not-for-profit service that helps scholars, researchers, and students discover, use, and build upon a wide  range of content in a trusted digital archive. We use information technology and tools to increase productivity and  facilitate new forms of scholarship. For more information about , please contact support@jstor.org.    Your use of the  archive indicates your acceptance of , available at",en,profit service helps scholars researchers students discover use build wide range content trusted digital archive use information technology tools increase productivity facilitate new forms scholarship information contact support jstor org use archive indicates acceptance available,5,"['literacy', 'physical', 'environment', 'emergent', 'classroom', 'writing', 'childrens', 'and', 'the', 'that']"
Social Participation of Preschool Children in Same- versus Mixed-Age Groups.pdf,1,"   and   are collaborating with  to digitize,  preserve and extend access to ",en,collaborating digitize preserve extend access,14,"['classroom', 'engagement', 'language', 'gains', 'and', 'literacy', 'childrens', 'composition', 'with', 'vocabulary']"
Social Participation of Preschool Children in Same- versus Mixed-Age Groups.pdf,2, in  Same- versus Mixed-Age Groups,en,versus mixed age groups,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
